title,link,job_description,published,companyName,companyLocation
"Sr Analyst /Specialist, Distribution Data Excellence",https://in.indeed.com/rc/clk?jk=0406b628c3513d54&fccid=b968b58ad5fb8d16&vjs=3,"
Implementing measures to maintain and monitor high quality data.
Ability to create specific action plans out of complex data issues.
",Posted8 days ago,Fidelity International,"Gurgaon, Haryana"
Senior Business Analyst,https://in.indeed.com/rc/clk?jk=02da57f3a5315314&fccid=3c38342724c75954&vjs=3,"
Analyze, review, forecast and trend complex data.
Develop, recommend and implement business solutions through research and analysis of data and business…
",Posted1 day ago,Optum,"Chennai, Tamil Nadu"
Climate Risk Junior Analyst,https://in.indeed.com/rc/clk?jk=487dee7f5a86ca0a&fccid=5249cd8e17163cb5&vjs=3,"
The analyst will ensure that the data is consistent for consumption by the “Model/Decision Engine”, ensure traceability of data where not sourced by the system…
",Posted30+ days ago,Standard Chartered,"Bengaluru, Karnataka"
Credit Risk Analyst,https://in.indeed.com/rc/clk?jk=1e70f8a9e838ea12&fccid=d296813cb3015a14&vjs=3,"
Excellent knowledge of advanced Excel and openness to other data analysis programs.
Experience or know-how in data analysis is a significant advantage.
",Posted24 days ago,candi solar AG,"Remote in Gurgaon, Haryana"
Financial Analyst,https://in.indeed.com/rc/clk?jk=7f4c742737768866&fccid=b0380f2bd416a18c&vjs=3,"
Contract – PO – Invoice data reconciliation.
Contract – PO – Invoice process understanding.
Data Analysis using technology (Excel or SQL).
",Posted30+ days ago,Phoenix Group,"Pune, Maharashtra"
,,"
Analysis of data as per compliance.
Experience of BI data analytics concept and report build.
The responsibilities of the Data Analytics – Technical Analyst…
",Posted30+ days ago,Enzen,"Bengaluru, Karnataka"
,,"
A data analyst collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors.
",Posted30+ days ago,RightWave,"Noida, Uttar Pradesh"
,,"
Develop a deep understanding of SR data platform to retrieve required data from various sources (by using SQL or other data transformation).
",Posted17 days ago,Info Origin,"Bengaluru, Karnataka"
,,"
You will help incorporate incorporates integrated solutions for customer journey management, email, mobile, social, web personalization, advertising, content…
",Posted8 days ago,Accenture,"Mumbai, Maharashtra"
,,"
Our Data team for the Monetisation & Promotion Platform (MPP) is a group of data nerds with backgrounds in analytics, decision science, data science, and data…
",Posted30+ days ago,GO-JEK,"Bengaluru, Karnataka"
,,"
Lead a team of data analysts.
Serve as a mentor to inspire data analysts in support of the CIS Analytics mission.
Strong working experience in Finance Domain.
",Posted16 days ago,MMC Corporate,"Mumbai, Maharashtra"
,,"
Prior experience with survey data such as DHS, NFHS or NSSO and/or administrative data from programs.
Analyzing large survey data sets on nutrition and health.
",Posted30+ days ago,IFPRI (International Food Policy Research...,"New Delhi, Delhi"
,,"
The candidate will have primary responsibilities of managing Multifond, pControl and associated Fund Accounting applications Support, identification of…
",Posted10 days ago,Citi,"Gurgaon, Haryana"
,,Description Skills MicroServices and APIs_FRHR Critical Thinking APIs Testing and Evaluation Business Architecture Business Partnering Data Architecture Data…,Posted2 days ago,Vodafone,"Bengaluru, Karnataka"
,,"
ETL(Extract, Transport and Load) - Set of methods and tools to extract data from outside sources, transform it to fit an organization`s business needs and load…
",Posted30+ days ago,Accenture,"Hyderabad, Telangana+3 locations"
,,"
A senior analyst plays a very critical role in delivering analytical projects successfully and aiding strategic decision making.
",Posted28 days ago,MeenaBazaar,"Gurgaon, Haryana"
,,"
That can be either building data visualizations in D3 (or any other visualization or dashboarding software), having data analysis skills in R (preferred)/Python…
",Posted30+ days ago,FrontPage Data,Remote in Orissa
,,"
You will be working as a part of the data-driven Data Visualization team which is primarily responsible for leveraging visualization tools to create informative…
",Posted1 day ago,Accenture,"Gurgaon, Haryana+3 locations"
,,"
Provide technical expertise on data storage structures, maintenance, data mining, and data cleansing.
This includes data mining from different sources, data…
",Posted30+ days ago,"Owens Asia, Inc..","Thane, Maharashtra"
,,"
Managing SSIS packages for data transformation capabilities across multiple systems;
Handle management and creation of SQL Server Integration Services (SSIS)…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Ability to handle various data sources, using data modeling work to develop reporting capabilities and valuable insights across these data sources is key.
",PostedToday,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka"
,,"
Role involves reading financials as well as non-financials data and interpret it to stakeholders.
Role involves close interactions with Marketing, Finance,…
",Posted30+ days ago,Unilever,"Mumbai, Maharashtra"
,,"
Ensure metrics data is consistently collected, analyzed, and reported to leadership.
Good understanding of industry standards and emerging business…
",Posted30 days ago,Providence Global Center,"Hyderabad, Telangana"
,,"
Acquire data from primary or secondary data sources and maintain databases/data systems.
Experience with data extraction and management.
Asia on PC and Mobile.
",Posted30+ days ago,vCommission,"Gurgaon, Haryana"
,,"
Improve data analytics, identify ways of data governance, and automate tasks to support wider analytics group.
This position reports to the Manager of Supply.
",Posted23 days ago,Maxim Integrated,"Gandhinagar, Gujarat"
,,"
Understating of Credit Card life cycle and credit risk data.
Understand the functionality of the requirements and design data models and ETLs.
",Posted30+ days ago,Barclays,"Delhi, Delhi"
,,"
5+ years of relevant work experience preferably working as a business analyst, in financial data sets.
Design and recommend various solution to improve data…
",Posted2 days ago,Intercontinental Exchange,"Hyderabad, Telangana"
,,Job Details Required skills : Data Security Experience : 3 - 5 Years Location : Chennai Job Description Data…,Posted30+ days ago,ARi,"Chennai, Tamil Nadu"
,,"
Acquiring data from primary or secondary data sources and maintaining databases.
Reports preparation, maintenance of data, making reports in different tools.
",Posted30+ days ago,Heart It Out,"Remote in Bengaluru, Karnataka"
,,"
Perform data analytics on large data sets to identify trends, make forecasts and generate insights.
Perform data analytics on large data sets to identify trends…
",Posted30+ days ago,Genpact,"Gurgaon, Haryana"
,,"
Develop strategies for effective data analysis and reporting.
Design technology solutions for data load and reporting requirements.
There's no room for error.
",Posted9 days ago,Optum,"Gurgaon, Haryana"
,,"
Accelerate data driven customer solutions.
Deliver innovative data solutions and insights in partnership with the business, tooling and advanced data science…
",Posted14 days ago,ANZ Banking Group,"Bengaluru, Karnataka"
,,"
Identifying and analyzing trends, forecasts with related to adoption of digital practices in construction industry and recommending improvements to the business…
",Posted20 days ago,CQRA,"Pune, Maharashtra"
,,"
Knowledge of data modelling through entity relationship/ORM tools and data normalization are a plus.
Responsibilities: - The role will be part of larger Tech…
",Posted30+ days ago,HRhelpdesk,"Bengaluru, Karnataka"
,,"
Utilizes user research, product usage data, client services, sales, and direct user interactions to identify unmet user needs and opportunities for improvement.
",Posted30+ days ago,Galaxy Weblinks,"Remote in Indore, Madhya Pradesh"
,,"
Formulating and publishing data commentary for key market-related data releases and events.
As a Global Financial Markets Research Analyst, you’ll work closely…
",Posted1 day ago,NatWest Markets,"Gurgaon, Haryana"
,,"
Adept in conducting preliminary research to ascertain data availability, and estimate time/effort.
The Account Management team prepares the required marketing…
",Posted1 day ago,Deloitte,"Hyderabad, Telangana"
,,"
 Proven working experience as a data analyst or business data analyst.
Acquire data from primary or secondary data sources and maintain databases/data.
",Posted20 days ago,Golechha Capital,"Remote in Secunderabad, Telangana"
,,"
Demonstrate strong data profiling and data analysis skills.
O At least 2 years of experience in in data base development.
O MA, MS, or MBA required.
",Posted30+ days ago,Deloitte,"Bengaluru, Karnataka"
,,"
Support in data analysis of projects.
Manage clinical report generation, closely work with the genome analyst team and close orders within TAT.
",Posted30+ days ago,MedGenome Labs,India
,,"
You will gather data for portfolio reporting, build data information dashboard, ensure data quality and consistency, support stakeholders in project management…
",Posted19 days ago,Cargill,"Bengaluru, Karnataka"
,,"
Supports the Data Strategist in establishment of business data dictionary.
Identifies new business potentials through analysis of our data pool.
",Posted30+ days ago,ZF,"Pune, Maharashtra"
,,"
Interpret data and turn it into information which can offer ways to remediate a data quality issue for Financial Risk (mainly Credit Risk).
",Posted30+ days ago,UBS,"Mumbai, Maharashtra"
,,"
Knowledge of industry leading data quality and data management practices.
Knowledge about Data Elements review in data governance glossary, data dictionary or…
",Posted30+ days ago,Silicon Valley Bank,"Bengaluru, Karnataka"
,,"
Merging data from various systems to generate overall insights.
Deliver data-driven recommendations and reports to executives and stakeholders.
",Posted30+ days ago,Rambøll,"Chennai, Tamil Nadu"
,,"
Working with latest tools available in the market you will help clients by acquiring data from primary or secondary data sources and maintain databases/data…
",Posted30+ days ago,EY,"Bengaluru, Karnataka"
,,"
Provides end-to-end support around database management, data visualization, data science, data reporting and technology development.
",Posted5 days ago,Deloitte,"Hyderabad, Telangana"
,,"
Work across multiple functional teams to understand data usage and implications for data migration.
Perform source system data analysis to manage source to…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
,,"
Analyze data files, data layouts and data dictionaries from providers of health care administrative data (eligibility, account/plan, medical claims, pharmacy…
",Posted30+ days ago,Evolent Health,"Pune, Maharashtra"
,,"
Performance tuning (pushdown logic, calculated columns and measures, data loading strategies, filtering data, variables).
",Posted16 days ago,Shell,"Bengaluru, Karnataka"
,,"
A data-savvy analyst who is passionate about healthcare, and enjoys using data to support both clients and internal stakeholders.
",Posted30+ days ago,skilora,Remote
,,"
Knowledge of statistical data analysis tools such as R & Python, SQl, Excel ,VBA is a must and SAS is nice to have.
",Posted30 days ago,Roche,"Chennai, Tamil Nadu"
,,"
We’re looking for a SQL Data Analyst with a strong technical & analytical background, to support the operations of our data-driven applications that support…
",Posted30+ days ago,Harmony Data Integration Technologies,"Remote in Mohali, Punjab"
,,"
5 years of experience in an analytics or data scientist role.
Experience writing SQL queries, working with multiple data sets to generate reporting/insights.
",Posted23 days ago,Google,"Gurgaon, Haryana"
,,"
Skill required: Digital Marketing - Program and Project Management.
Years of Experience: 5-8 years.
You will be working as a part of the Digital Marketing team…
",Posted6 days ago,Accenture,"Mumbai, Maharashtra"
,,"
Excellent knowledge of data management and data architecture.
Good experience in SQL, Microsoft excel, ETL, Alteryx, data modelling and data visualization.
",Posted30+ days ago,Apex Fund Services Limited,"Pune, Maharashtra"
,,"
Validates the quality of the data before engaging in analysis.
Demonstrates analytical skills and understanding of the data, and its sources, applying previous…
",Posted20 days ago,Docs Global,"Bengaluru, Karnataka"
,,"
Used to work paying attention to detail, with high ability to interpret and explain large amount of data.
This person should be able to use her/his expertise to…
",Posted30+ days ago,Clarivate,"Hyderabad, Telangana"
,,"
O Maintaining connections to relevant learning data sources for data requests/pulls, including SAP, Saba, LeapFrog, and Cura.
",Posted20 days ago,Deloitte,"Hyderabad, Telangana"
,,"
Strong mathematical skills to organize and analyze data.
As the tax rules change on a regular basis, you will be operating in a dynamic environment that…
",Posted30+ days ago,EY,"Bengaluru, Karnataka"
,,"
Familiarity with the data sets like Clinical, Pharmacy, Claims, billing data (Medicare, Medicaid, Commercial Insurance etc.) is preferred.
",Posted30+ days ago,citius tech,Remote
,,"
Experience with data modelling, data analytics, and various data management tools is a plus.
Good experience with large sets of data sets.
",Posted2 days ago,EY,"Gurgaon, Haryana"
,,"
Advanced working knowledge of data mining using SQL, ETL, data warehouse as well as Excel.
As a Data Analytics, you will work with our Credit and Analytics Team…
",Posted30+ days ago,mPokket,"Kolkata, West Bengal"
,,"
Work with data engineers to operationalize dashboards and ingest new data sources (provide data modelling requirements).
",Posted30 days ago,Microsoft,"Hyderabad, Telangana"
,,"
Experience with SAP, Costpoint, Business Objects, and overall ERP / BI data and concepts is an added advantage.
Proficient with writing SQL queries.
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Business Analyst,https://in.indeed.com/rc/clk?jk=2df633ef26ca0581&fccid=793dd73473e48394&vjs=3,"
Looking for agile Power BI analyst from E Commerce industry who can help us build Data centricity in E commerce vertical.
Prepares for monthly business reviews.
",Posted22 days ago,Cipla,"Mumbai Central, Mumbai, Maharashtra"
Lead Analyst,https://in.indeed.com/rc/clk?jk=4e630a5c341c9241&fccid=a16d9ed628a37fab&vjs=3,"
As we develop an enterprise-wide data and digital strategy that moves us towards greater focus on the use of data and data-driven insights, this individual…
",Posted1 day ago,Crisil,"Pune, Maharashtra"
Sr Analyst Workflow,https://in.indeed.com/rc/clk?jk=084a6cde59e6b1f5&fccid=fe2d21eef233e94a&vjs=3,"
Ability to deflect decisions with data points, foresee potential issues, and advocate relentlessly for improvement.
Flexibility to work in 24*7 environment.
",Posted6 days ago,Amazon Dev Center India - Hyd,"Hyderabad, Telangana"
Assistant Manager - Data Analytics & MIS,https://in.indeed.com/rc/clk?jk=411c6892fe27a6cc&fccid=4993995581bf84f9&vjs=3,"
Acquiring data from primary or secondary data sources and maintaining databases.
Interpreting data, analyzing results using statistical techniques and…
",Posted30+ days ago,Indigo Airlines,"Gurgaon, Haryana"
Analyst - OBS,https://in.indeed.com/rc/clk?jk=b5348f64172460a8&fccid=402f23c7b01ca527&vjs=3,"
Analyze data, understand trends within the data and provide valuable and actionable insights regarding the data.
Understanding of core supply chain principles.
",Posted1 day ago,Lowe's,"Remote in Bengaluru, Karnataka"
Lead Data Analyst - Risk Analytics,https://in.indeed.com/rc/clk?jk=f8574b77cf6c6ca0&fccid=35c79097c1f63f3d&vjs=3,"
Data querying, data modeling, data transformations, data visualization,.
We use big data with human intelligence to make the best decision.
",Posted1 day ago,GO-JEK,"Bengaluru, Karnataka"
Senior Program Research Analyst - Sustainable Cities and Tra...,https://in.indeed.com/rc/clk?jk=d0b6afb695f6a424&fccid=1935823aa32012fa&vjs=3,"
Prepare background information, data and analysis for selected states and cities.
Organize, review and summarize relevant literature and data from multiple…
",Posted30+ days ago,WRI India,"Mehrau;I, Delhi"
Data Analyst I - Analytics Reporting,https://in.indeed.com/rc/clk?jk=e7519bb2dbe81d94&fccid=bf9fa0084fccc4d2&vjs=3,"
Proactively gather the right data from appropriate sources, conduct root cause analysis,.
Daily real-time monitoring of service levels for all queues at all…
",Posted30+ days ago,Skill-Lync,"Bengaluru, Karnataka"
Analyst (Manager) - Supply Chain,https://in.indeed.com/rc/clk?jk=d55129005b59d9dd&fccid=2973259ddc967948&vjs=3,"
Provide and interface between BU customers and internal for Support services.
Managing the day-to-day activities of the team to ensure satisfactory service…
",Posted9 days ago,PepsiCo,"Hyderabad, Telangana"
Business Analyst - Data Science,https://in.indeed.com/rc/clk?jk=3d06e248a2c6dbcb&fccid=afe30394bfba1470&vjs=3,"
 Prepare data for processing by organizing information, checking for any inaccuracies, and adjusting and weighting the raw data.
",Posted10 days ago,Genpact,"Noida, Uttar Pradesh+1 location"
Data Analyst,https://in.indeed.com/rc/clk?jk=975b25b3e0634282&fccid=669061a8c6675a9d&vjs=3,"
As a data analyst, you will interact directly with clients and account managers, provide significant input into data architecture decisions, and develop Python…
",Posted30+ days ago,Unioncrate,India
Officer – Data/Information Mgt Analyst 2,https://in.indeed.com/rc/clk?jk=2b845ccd602d4f41&fccid=5bcd1ef0a7f4fb99&vjs=3,"
Data Manipulation: Manipulate and Aggregate data extracted from various data sources.
Interprets data and makes recommendations.
",Posted20 days ago,Citi,"Chennai, Tamil Nadu"
Quality Assurance Associate Analyst,https://in.indeed.com/rc/clk?jk=0f929e0401a93ebd&fccid=fd6a32f24dd4ee0d&vjs=3,"
Conducts audits and reviews/analyzes data and documentation.
Develops and implements total quality management (TQM) programs and initiatives.
",Posted27 days ago,Xerox,"Chandigarh, Chandigarh"
SUPPLY CHAIN ANALYST II,https://in.indeed.com/rc/clk?jk=5370704b9498ddb5&fccid=adb7c04d7caa1bd2&vjs=3,"
TE Connectivity's Supply Chain Managers are responsible for the timely, cost-effective procurement, inventory control, planning and quality control of…
",Posted7 days ago,TE Connectivity,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=4f025f0d207893e3&fccid=4b841d912d46e4fd&vjs=3,"
Support decision making with data analysis.
The customer is working with us collaboratively for migrating the Underwriting applications from legacy to new…
",Posted29 days ago,Luxoft,+2 locationsRemote
,,"
You will be coaching Research Associates and outsourcing partners, as well as delivering data quality analysis with them.
Proficiency in Excel and PowerPoint.
",Posted30 days ago,Boston Consulting Group,"New Delhi, Delhi"
,,"
Must be experienced with large volume data analysis.
Gather requirements & create the data pipeline which will be used by Tableau Developer.
",Posted30+ days ago,Relevance Lab,"Remote in Bengaluru, Karnataka"
,,"
Analysis skills: able to analyze data, working knowledge of Internet and MS Office Suite & independently assimilate, analyse and evaluate information from…
",Posted30+ days ago,Standard Chartered,"Kanchipuram, Tamil Nadu+2 locations"
,,"
Conversant in English and data interpretation from unstructured data.
Work towards achieving daily targets for data research.
",Posted30+ days ago,LeanIX GmbH,"Hyderabad, Telangana"
,,"
Experience with performing statistical analysis on large sets of time series data;
Participate in projects relating to control issues/enhancements for market…
",Posted1 day ago,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra"
,,"
Exposure to data governance frameworks.
Very strong operational experience in the fund administration industry at least 5 years with a strong knowledge of…
",Posted30+ days ago,Fidelity International,"Gurgaon, Haryana"
,,"
The role will require for you to work on Microsoft Power BI to help visualize data and share discoveries and collaborate in intuitive new ways.
",Posted6 days ago,Accenture,"Gurgaon, Haryana+4 locations"
,,"
We believe in giving back to the community and offer a competitive benefits package.
",Posted30+ days ago,"R1 RCM, Inc.","Gurgaon, Haryana"
,,"
Regularly interact with Moody’s ratings analysts regarding financial and operational data needed for analysis and publications.
",Posted17 days ago,ZM Financial Systems,"Bengaluru, Karnataka"
,,"
1+ year of experience in business/finance analysis collecting, analyzing, and presenting data and recommendations to management required.
",Posted9 days ago,Optum,"Chennai, Tamil Nadu"
,,"
Key functions include data capture and validation of announcement publication initiated by information received from vendor feeds, data enrichment, researching,…
",PostedToday,S&P Global,"Gurgaon, Haryana+1 location"
,,"
Communicate and collaborate with Specialty Pharmacies and other data vendors to ensure data quality.
Write database queries and SQL utilities to perform data…
",Posted30+ days ago,ConcertAI,"Bengaluru, Karnataka"
,,"
Hands-on experience in building scalable and efficient processes to build/modify data warehouses /data lakes.
Understanding of parquet/JSON/Avro data structures…
",Posted30+ days ago,Innovacer,"Bengaluru, Karnataka"
,,"
The Architecture Lead Analyst is a strategic professional who stays abreast of developments within own field and contributes to directional strategy by…
",Posted24 days ago,Citi,"Mumbai, Maharashtra"
,,"
Supporting project delivery teams in their effort to adopt and execute on data management processes.
Identifying and manage the resolution of data quality…
",Posted23 days ago,Share:,"Bengaluru, Karnataka"
Customer Care Representative_Fraud Prevention Analyst,https://in.indeed.com/company/OnProcess-Technology/jobs/Customer-Care-Representative-Fraud-Prevention-Analyst-af99a32583a9430d?fccid=5bf234d45c2941c4&vjs=3,"
At least one year of data analytics experience required.
The Fraud Prevention Analyst will be a Level IV Representative and will support end to end provisioning…
",Posted22 days ago,OnProcess Technology,"Kolkata, West Bengal"
Staff Analyst,https://in.indeed.com/rc/clk?jk=1e6c861a69bbd24f&fccid=eb193642f8c64a12&vjs=3,"
Familiarity with ETL process, knowledge of data integration tools, DellBoomi, Informatica and SAP BODS.
The Senior Program/Project Manager will also drive the…
",PostedToday,Seagate Technology,"Pune, Maharashtra"
A&A Audit Services - Business Analyst,https://in.indeed.com/rc/clk?jk=de9026f1b6be0582&fccid=9e215d88a6b33622&vjs=3,"
Helping groom and maintain the product backlog through continuous process.
Engaging with business stakeholders regularly to understand/ gather prioritized…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Data Visualization Specialist,https://in.indeed.com/rc/clk?jk=c832d2a49bc5eaae&fccid=d5e3dc20c284054b&vjs=3,"
Excellent knowledge of connecting Power BI to various data sources.
Role will report to the Data Visualization Manager in the Analytics Center of Excellence…
",Posted14 days ago,Kimberly-Clark,"Bengaluru, Karnataka"
SAP BW - Business Analyst,https://in.indeed.com/rc/clk?jk=a230871099de4265&fccid=b25343f021fb51d7&vjs=3,"
In this area we’re searching for an business analyst.
Knowledge of SAP BW on HANA, SAP BW/4 – especially extractors, process chains, data modelling.
",Posted30+ days ago,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka"
Business Analyst,https://in.indeed.com/rc/clk?jk=db541effaf5f0192&fccid=31983fe75ad38002&vjs=3,"
Analyze data (SOPS / Process Flows).
Support implementation activities using change management approaches and interact with stakeholders.
",Posted1 day ago,Mr. Cooper,"Chennai, Tamil Nadu"
Business Analyst,https://in.indeed.com/rc/clk?jk=bad309146d2be984&fccid=066447422b607e13&vjs=3,"
Use data modelling practices to analyses your findings and create suggestions for strategic and operational improvements and changes.
",Posted24 days ago,NeosAlpha Technologies,"Jaipur, Rajasthan"
"Manager,Data & Analytics",https://in.indeed.com/rc/clk?jk=ffe7ca453e5b7cf5&fccid=5249cd8e17163cb5&vjs=3,"
This role will support data and analytics for all Enterprise Architecture, Strategy & Transformation processes.
This role is an individual contributor role.
",Posted9 days ago,Standard Chartered,"Chennai, Tamil Nadu"
Business & Channel Analyst,https://in.indeed.com/rc/clk?jk=2575d7c8b01ee201&fccid=c1340f0b335b9dd7&vjs=3,"
Own end to end data analysis and reporting for platform squad.
Analyze data and customer journeys to suggest improvements and reduce drop-offs.
",Posted7 days ago,IDFC FIRST Bank,"Mumbai, Maharashtra"
Business Analyst,https://in.indeed.com/rc/clk?jk=3ad6363ca91b9d57&fccid=d2534e7f3c9e1874&vjs=3,"
Effectively communicating your insights and plans to cross-functional team members and management.
Serving as a liaison between stakeholders and users.
",Posted30+ days ago,Integra Software Services,"Puducherry, Puducherry"
Spec Analytics Analyst 2,https://in.indeed.com/rc/clk?jk=f7bc421698fbf8d0&fccid=5bcd1ef0a7f4fb99&vjs=3,"
Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…
",Posted2 days ago,Citi,"Bengaluru, Karnataka+1 location"
IT Quality Analyst,https://in.indeed.com/rc/clk?jk=0f3b5bcd79140538&fccid=e400e5c3cec6a031&vjs=3,"
Intermediate to Advance SQL skills to extract, compare, and analyze data.
Review and evaluate business requirements and technical design documents to assess…
",Posted30+ days ago,TaskUS,"Indore, Madhya Pradesh+1 location"
Senior Analyst - Data & Insights,https://in.indeed.com/rc/clk?jk=7c8ac42ba9f6418b&fccid=adb7c04d7caa1bd2&vjs=3,"
The analyst will be responsible for collecting, analyzing, and reporting on website analytics data.
Proven experience in analyzing web activities data.
",Posted8 days ago,TE Connectivity,"Bengaluru, Karnataka"
Data Analyst,https://in.indeed.com/rc/clk?jk=aa06535104f03b4a&fccid=18428c927720a73f&vjs=3,"
Experienced in data processing and data mining with a wide variety of data and formats.
Ability to analyze all possible data including unstructured data.
",Posted30+ days ago,[x]cube LABS,"Hyderabad, Telangana"
MIS and Reporting Analyst,https://in.indeed.com/rc/clk?jk=1de6ddca78b4fa16&fccid=9917de3c28f569f6&vjs=3,"
Work with the project managers and ensure complete, correct & updated data is entered & reflecting in the relative internal data managements systems.
",Posted21 days ago,JLL,"Mumbai, Maharashtra"
Process Business Analyst,https://in.indeed.com/rc/clk?jk=578d2249337f54af&fccid=1544766d4c2915b0&vjs=3,"
Successfully execute tasks to agreed schedule, budget and scope using Agile methodologies (Lean, DevOps, Scrum) supporting firms Data objectives.
",Posted2 days ago,EY,"Bengaluru, Karnataka+2 locations"
Business Analyst,https://in.indeed.com/rc/clk?jk=ea497e90bd36b920&fccid=ea6bb53f0b18b8f2&vjs=3,"
Analyze data from application metrics (DevOps Dashboards), provide feedback to team, and define monitoring/data driven requirements for new features.
",Posted27 days ago,Siemens Healthineers India LLP,"Bengaluru, Karnataka"
Analyst ABM,https://in.indeed.com/rc/clk?jk=e4d1e079101d83c6&fccid=f7fcb231ff95ee5c&vjs=3,"
Conduct quantitative/ qualitative data analysis using various tools and functions.
Work with client stakeholders to improve, automate and align business data…
",Posted1 day ago,Astreya,"Delhi, Delhi"
Senior Business Analyst,https://in.indeed.com/rc/clk?jk=d8927fd59d7e0760&fccid=bca1c8ed48c3b338&vjs=3,"
Interact with stakeholders and other teams to obtain data requirements for new and existing applications.
Manage contents for the stakeholders which may include…
",Posted22 days ago,Roche,"Chennai, Tamil Nadu"
Content Analyst,https://in.indeed.com/rc/clk?jk=1c5bfb8467e258a8&fccid=39cdc80b98113925&vjs=3,"
Used to work paying attention to detail, with high ability to interpret and explain large amount of data.
This person should be able to use her/his expertise to…
",Posted30+ days ago,Clarivate,"Chennai, Tamil Nadu"
Sharepoint Developer - Analyst,https://in.indeed.com/rc/clk?jk=4c64d1282a6ec153&fccid=9e215d88a6b33622&vjs=3,"
CoRe Business Solutions customizes technical solutions for global Deloitte Member Firms to address a variety of business needs including marketing and…
",Posted2 days ago,Deloitte,"Bengaluru, Karnataka"
IBP Data Analyst,https://in.indeed.com/rc/clk?jk=01876a3af918bb09&fccid=14a428813ee7c1a1&vjs=3,"
He/she will work with cross-functional teams and gather/document business requirements for data analysis and reporting projects by using BI and database tools…
",Posted9 days ago,Resideo,"Bengaluru, Karnataka"
Market Risk Analyst,https://in.indeed.com/rc/clk?jk=bdead6c0602606c3&fccid=1c76c3a36f6c7557&vjs=3,"
Understand UBS' trading portfolio and analyse risk sensitivities (greeks).
Monitoring the risk measures (VaR, Stress, RWA), analyse the reasons for changes and…
",Posted16 days ago,UBS,"Mumbai, Maharashtra"
Business/Data Analyst,https://in.indeed.com/rc/clk?jk=9e2baf76a6ac159c&fccid=826e3656e2cddbed&vjs=3,"
Identify data issues/risks and provide solutions for improvement.
Handle requests concerning large data volumes on a daily basis, coming both from clients and…
",Posted30+ days ago,Applied Research Works,"Kolkata, West Bengal"
Business Analyst (Policy BA with Life Insurance experience),https://in.indeed.com/rc/clk?jk=93518140a8660240&fccid=975f6b944a2d1638&vjs=3,"
Job Title: Business Analyst (Policy BA with Life Insurance experience).
The Business Analyst will be responsible for.
",Posted2 days ago,TribolaTech,India
BUSINESS ANALYST,https://in.indeed.com/rc/clk?jk=27d55d50b98cb95d&fccid=dd616958bd9ddc12&vjs=3,"
Key Account Research - Researching the goals and priorities of enterprise accounts in the mining, agriculture and oil and gas sectors.
",Posted22 days ago,Pixxel,"Remote in Bengaluru, Karnataka"
Risk Analyst,https://in.indeed.com/rc/clk?jk=3e1b03e5e52c44d0&fccid=f1d8e147024abb3f&vjs=3,"
Affinity to data / system related topics; computer proficiency (MS Office; knowledge of data base applications is advantageous.
Best in class leave policy.
",Posted9 days ago,Deutsche Bank,"Mumbai, Maharashtra"
"Analyst, Consulting",https://in.indeed.com/rc/clk?jk=649a3744e4f8cf35&fccid=6781744e41089d9b&vjs=3,"
Conduct trending, data mining and data analytics efficiently.
Diagnose and fix data related and reporting issues to ensure data accuracy.
",Posted7 days ago,BCD Travel Corporate,"Remote in Bengaluru, Karnataka"
LMS Suppport -Analyst-GTO-Hyderabad,https://in.indeed.com/rc/clk?jk=f82ada3fa80f5f4f&fccid=9e215d88a6b33622&vjs=3,"
Contribute to the performance evaluation of the vendor-provided digital learning content by analyzing data that includes usage data, support tickets, and…
",Posted30+ days ago,Deloitte,"Hyderabad, Telangana"
Sr. Data Analyst,https://in.indeed.com/rc/clk?jk=d8d1608c1aace4a1&fccid=b8ce556031512ca3&vjs=3,"
3 years in a data analytics role.
Understand Zscaler's various data sources and be able to correlate and curate data for broad consumption by executives and…
",Posted8 days ago,Zscaler,"Bengaluru, Karnataka"
Quality Analyst - Nepali,https://in.indeed.com/rc/clk?jk=89b9eb61494d9501&fccid=74fbc768a4e5bece&vjs=3,"
You pay attention to detail and you are comfortable using data analysis to identify trends.
You will perform daily system audits, error analysis, and weekly…
",Posted8 days ago,ByteDance,"Gurgaon, Haryana"
ET_CBS_14366_Business Analyst Lead - GDS Technology,https://in.indeed.com/rc/clk?jk=d42713224deff5d5&fccid=1544766d4c2915b0&vjs=3,"
As a Business analyst who’ll work with different stakeholders within the organization to help them improve their processes and systems.
",PostedToday,EY,"Kochi, Kerala"
